"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
4.466682924E2,6.499215991E1,2.548209441E1,7.591932320E0,2.506011963E1,0.000000000E0,NaN,8.333200560E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.476681309E2,6.499216809E1,2.548209268E1,7.657064157E0,2.512524414E1,0.000000000E0,NaN,8.336347253E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.486680119E2,6.499217088E1,2.548209156E1,7.657676978E0,2.512585449E1,0.000000000E0,NaN,8.337612170E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.496683517E2,6.499217197E1,2.548209079E1,7.659570014E0,2.512774658E1,0.000000000E0,NaN,8.342185476E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.506685013E2,6.499217332E1,2.548209998E1,7.479945282E0,2.494812012E1,5.400000215E-1,7.500000000E1,8.352334293E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.516680485E2,6.499217335E1,2.548212157E1,7.538540254E0,2.500671387E1,1.059999943E0,8.930000305E1,8.366557010E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.526680272E2,6.499217362E1,2.548215182E1,7.547575375E0,2.501574707E1,1.289999962E0,8.159999847E1,8.378347153E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.536688640E2,6.499217262E1,2.548217679E1,8.430388348E0,2.589855957E1,1.190000057E0,8.690000153E1,8.391892749E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.546685177E2,6.499217331E1,2.548220556E1,8.503327577E0,2.597149658E1,1.330000043E0,7.950000000E1,8.410038805E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.556682942E2,6.499217224E1,2.548224408E1,8.571566041E0,2.603973389E1,1.289999962E0,8.709999847E1,8.426046970E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.566683857E2,6.499217150E1,2.548227809E1,8.890292837E0,2.635845947E1,1.370000005E0,8.869999695E1,8.440544205E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.576687668E2,6.499217141E1,2.548230893E1,8.901647000E0,2.636981201E1,1.330000043E0,8.650000000E1,8.454485284E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.586681441E2,6.499217070E1,2.548233854E1,8.803503462E0,2.627166748E1,1.340000033E0,9.000000000E1,8.467196920E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.596686581E2,6.499216881E1,2.548236521E1,8.890661425E0,2.635882568E1,1.340000033E0,9.469999695E1,8.480707991E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.606684804E2,6.499216898E1,2.548239395E1,8.822792074E0,2.629095459E1,1.419999957E0,8.159999847E1,8.494378822E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.616682706E2,6.499217069E1,2.548242275E1,8.789958305E0,2.625811768E1,1.419999957E0,8.019999695E1,8.507860632E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.626679711E2,6.499217154E1,2.548245136E1,8.689435756E0,2.615759277E1,1.440000057E0,8.669999695E1,8.522152109E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.636681478E2,6.499217104E1,2.548248174E1,8.607344697E0,2.607550049E1,1.440000057E0,9.009999847E1,8.535755888E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.646685608E2,6.499217106E1,2.548251068E1,8.139817019E0,2.560797119E1,1.419999957E0,8.640000153E1,8.549300750E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.656679733E2,6.499217084E1,2.548253949E1,7.887193901E0,2.535534668E1,1.399999976E0,8.809999847E1,8.563717647E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.666685115E2,6.499216956E1,2.548257001E1,8.095141204E0,2.556329346E1,1.490000010E0,8.909999847E1,8.577838466E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.676679647E2,6.499216838E1,2.548259992E1,7.932422061E0,2.540057373E1,1.470000029E0,9.069999695E1,8.592152584E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.686686938E2,6.499216673E1,2.548263012E1,7.876514030E0,2.534466553E1,1.429999948E0,8.940000153E1,8.607790612E-1,3.790092468E0,2.500000000E0,3.700000000E1
4.696685685E2,6.499216338E1,2.548266243E1,7.802538167E0,2.527069092E1,1.320000052E0,9.609999847E1,8.626424156E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.706683949E2,6.499216342E1,2.548270207E1,7.253040884E0,2.472119141E1,1.419999957E0,8.940000153E1,8.638655148E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.716684476E2,6.499216494E1,2.548272784E1,6.711356677E0,2.417950439E1,1.360000014E0,8.940000153E1,8.656300865E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.726683106E2,6.499216566E1,2.548276534E1,6.956232451E0,2.442437744E1,1.500000000E0,8.819999695E1,8.672400965E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.736681574E2,6.499216602E1,2.548279958E1,6.911923148E0,2.438006592E1,1.509999990E0,8.940000153E1,8.686845563E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.746681980E2,6.499216633E1,2.548283030E1,6.822325519E0,2.429046631E1,1.450000048E0,8.919999695E1,8.700756280E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.756682973E2,6.499216435E1,2.548285952E1,7.151182759E0,2.461932373E1,1.429999948E0,9.700000000E1,8.714508959E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.766683514E2,6.499216197E1,2.548288823E1,7.114072811E0,2.458221436E1,1.429999948E0,9.890000153E1,8.728486349E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.776680253E2,6.499216266E1,2.548291792E1,7.190491095E0,2.465863037E1,1.490000010E0,8.640000153E1,8.741568615E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.786686651E2,6.499216407E1,2.548294555E1,7.303958258E0,2.477209473E1,1.450000048E0,8.230000305E1,8.754698717E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.796688286E2,6.499216472E1,2.548297344E1,7.225041934E0,2.469317627E1,1.419999957E0,9.000000000E1,8.767779501E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.806686872E2,6.499216533E1,2.548300123E1,6.859687579E0,2.432781982E1,1.409999967E0,8.930000305E1,8.782117213E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.816678856E2,6.499216409E1,2.548303159E1,7.079597800E0,2.454772949E1,1.440000057E0,9.340000153E1,8.796925544E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.826684079E2,6.499216307E1,2.548306300E1,7.233651345E0,2.470178223E1,1.440000057E0,9.659999847E1,8.810965959E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.836679478E2,6.499215988E1,2.548309190E1,7.440620262E0,2.490875244E1,1.450000048E0,1.050000000E2,8.825803173E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.846685621E2,6.499215936E1,2.548312344E1,7.163216749E0,2.463134766E1,1.460000038E0,9.490000153E1,8.840003976E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.856683166E2,6.499215879E1,2.548315362E1,7.304392217E0,2.477252197E1,1.440000057E0,9.450000000E1,8.853400814E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.866682690E2,6.499215801E1,2.548318206E1,7.154551773E0,2.462268066E1,1.409999967E0,9.169999695E1,8.866479812E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.876679504E2,6.499215782E1,2.548320988E1,7.316479408E0,2.478460693E1,1.350000024E0,8.800000000E1,8.880900804E-1,3.790092468E0,2.500000000E0,3.700000000E1
4.886679865E2,6.499216115E1,2.548323953E1,7.348710633E0,2.481683350E1,1.429999948E0,8.300000000E1,8.895484317E-1,3.790092468E0,2.500000000E0,3.700000000E1
4.896688372E2,6.499216364E1,2.548326999E1,7.277364481E0,2.474548340E1,1.460000038E0,8.390000153E1,8.909331942E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.906688285E2,6.499216892E1,2.548329667E1,6.818874657E0,2.428698730E1,1.440000057E0,8.159999847E1,8.922803350E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.916688524E2,6.499217130E1,2.548332477E1,6.559723098E0,2.402783203E1,1.360000014E0,7.859999847E1,8.936363036E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.926686296E2,6.499217182E1,2.548335359E1,6.376619695E0,2.384472656E1,1.429999948E0,8.659999847E1,8.950098325E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.936683401E2,6.499217214E1,2.548338280E1,6.502109883E0,2.397021484E1,1.429999948E0,8.750000000E1,8.963314715E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.946684528E2,6.499217174E1,2.548341090E1,6.024510976E0,2.349261475E1,1.419999957E0,8.680000305E1,8.977356321E-1,3.790092468E0,2.500000000E0,3.700000000E1
4.956682402E2,6.499217047E1,2.548344062E1,6.011266837E0,2.347937012E1,1.389999986E0,9.080000305E1,8.991625651E-1,3.790092468E0,2.500000000E0,3.700000000E1
4.966679376E2,6.499216994E1,2.548347095E1,6.114783658E0,2.358288574E1,1.389999986E0,9.219999695E1,9.008644456E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.976679009E2,6.499217286E1,2.548350649E1,6.328411322E0,2.379650879E1,1.350000024E0,8.230000305E1,9.025245817E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.986683447E2,6.499217431E1,2.548354164E1,6.821090364E0,2.428918457E1,1.340000033E0,8.690000153E1,9.038710955E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.996687925E2,6.499217791E1,2.548356899E1,7.107594169E0,2.457568359E1,1.350000024E0,8.450000000E1,9.051746806E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.006680857E2,6.499218081E1,2.548359586E1,7.571953758E0,2.504003906E1,1.360000014E0,7.769999695E1,9.064588628E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.016679307E2,6.499218257E1,2.548362286E1,7.949093080E0,2.541717529E1,1.350000024E0,8.080000305E1,9.076306988E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.026688489E2,6.499218316E1,2.548364775E1,7.718198997E0,2.518627930E1,1.360000014E0,9.019999695E1,9.088619397E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.036686849E2,6.499218404E1,2.548367386E1,7.807434638E0,2.527551270E1,1.330000043E0,8.600000000E1,9.101048311E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.046683279E2,6.499218515E1,2.548370017E1,7.870608488E0,2.533868408E1,1.279999971E0,8.519999695E1,9.112052490E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.056681695E2,6.499218683E1,2.548372324E1,7.876226525E0,2.534429932E1,1.370000005E0,8.869999695E1,9.122956037E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.066679216E2,6.499218800E1,2.548374627E1,8.026131205E0,2.549420166E1,1.320000052E0,8.830000305E1,9.134740010E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.076684535E2,6.499218903E1,2.548377122E1,8.377207739E0,2.584527588E1,1.360000014E0,8.940000153E1,9.148641291E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.086682861E2,6.499218962E1,2.548380076E1,8.873669870E0,2.634173584E1,1.450000048E0,8.809999847E1,9.162507076E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.096686856E2,6.499218990E1,2.548383025E1,8.881118045E0,2.634918213E1,1.409999967E0,8.790000153E1,9.173995718E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.106682531E2,6.499218996E1,2.548385469E1,8.923233709E0,2.639129639E1,1.399999976E0,9.109999847E1,9.187208361E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.116682991E2,6.499218943E1,2.548388277E1,9.054826577E0,2.652288818E1,1.450000048E0,9.069999695E1,9.200264270E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.126679394E2,6.499219023E1,2.548391048E1,8.836750224E0,2.630480957E1,1.509999990E0,8.840000153E1,9.214010841E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.136680546E2,6.499219043E1,2.548393972E1,8.764425362E0,2.623248291E1,1.539999962E0,9.030000305E1,9.227252281E-1,3.790092468E0,2.500000000E0,3.900000000E1
5.146682596E2,6.499219087E1,2.548396787E1,8.688133374E0,2.615618896E1,1.440000057E0,9.090000153E1,9.241127488E-1,3.790092468E0,2.500000000E0,3.900000000E1
5.156683650E2,6.499219183E1,2.548399730E1,8.683619272E0,2.615167236E1,1.460000038E0,8.809999847E1,9.254060215E-1,3.790092468E0,2.500000000E0,3.700000000E1
5.166683983E2,6.499219273E1,2.548402473E1,8.652859888E0,2.612091064E1,1.480000019E0,8.740000153E1,9.268119733E-1,3.790092468E0,2.500000000E0,2.100000000E1
5.176681336E2,6.499219305E1,2.548405463E1,8.626250505E0,2.609429932E1,1.509999990E0,8.800000000E1,9.282758666E-1,3.790092468E0,2.500000000E0,2.100000000E1
5.186680582E2,6.499219435E1,2.548408562E1,8.554476056E0,2.602252197E1,1.519999981E0,8.569999695E1,9.297576103E-1,3.790092468E0,2.500000000E0,2.000000000E1
5.196681028E2,6.499219619E1,2.548411684E1,8.292150353E0,2.576019287E1,1.450000048E0,8.300000000E1,9.313387276E-1,3.790092468E0,2.500000000E0,1.900000000E1
5.206687581E2,6.499219701E1,2.548415042E1,8.513100222E0,2.598114014E1,1.529999971E0,8.640000153E1,9.330249985E-1,3.790092468E0,2.500000000E0,2.200000000E1
5.216686912E2,6.499219766E1,2.548418626E1,8.709819103E0,2.617785645E1,1.490000010E0,9.009999847E1,9.346819269E-1,3.790092468E0,2.500000000E0,2.300000000E1
5.226687604E2,6.499219920E1,2.548422132E1,8.646528985E0,2.611456299E1,1.610000014E0,8.459999847E1,9.362138585E-1,3.790092468E0,2.500000000E0,3.800000000E1
5.236684453E2,6.499219996E1,2.548425386E1,8.732530011E0,2.620056152E1,1.559999943E0,8.600000000E1,9.377509464E-1,3.790092468E0,2.500000000E0,3.900000000E1
5.246682768E2,6.499220029E1,2.548428655E1,8.688281631E0,2.615631104E1,1.549999952E0,8.719999695E1,9.393633779E-1,3.790092468E0,2.500000000E0,3.900000000E1
5.256679745E2,6.499220123E1,2.548432078E1,8.649404984E0,2.611743164E1,1.559999943E0,9.290000153E1,9.410341511E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.266684558E2,6.499220253E1,2.548435619E1,8.700799725E0,2.616882324E1,1.529999971E0,9.100000000E1,9.424295850E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.276688203E2,6.499220444E1,2.548438553E1,8.706418318E0,2.617443848E1,1.529999971E0,8.809999847E1,9.439944980E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.286687426E2,6.499220636E1,2.548441851E1,8.802857434E0,2.627087402E1,1.549999952E0,8.640000153E1,9.455718364E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.296684989E2,6.499220743E1,2.548445197E1,8.682682035E0,2.615069580E1,1.500000000E0,9.000000000E1,9.471158736E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.306683756E2,6.499220714E1,2.548448481E1,8.585393549E0,2.605340576E1,1.559999943E0,9.169999695E1,9.486404382E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.316679436E2,6.499220590E1,2.548451711E1,8.474676436E0,2.594268799E1,1.519999981E0,9.500000000E1,9.501724661E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.326685525E2,6.499220576E1,2.548454970E1,8.188484264E0,2.565649414E1,1.549999952E0,8.809999847E1,9.515357249E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.336683734E2,6.499220633E1,2.548457867E1,7.935251522E0,2.540325928E1,1.559999943E0,8.890000153E1,9.530470545E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.346680958E2,6.499220769E1,2.548461066E1,8.000928356E0,2.546893311E1,1.539999962E0,8.450000000E1,9.545534835E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.356679848E2,6.499220608E1,2.548464248E1,7.740613711E0,2.520861816E1,1.490000010E0,9.640000153E1,9.558448809E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.366681645E2,6.499220698E1,2.548466987E1,7.490371904E0,2.495837402E1,1.490000010E0,8.180000305E1,9.571625091E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.376680461E2,6.499220706E1,2.548469790E1,7.237993156E0,2.470599365E1,1.519999981E0,9.119999695E1,9.586972260E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.386679813E2,6.499220842E1,2.548473039E1,7.588704198E0,2.505670166E1,1.570000052E0,8.780000305E1,9.602073350E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.396687127E2,6.499220685E1,2.548476230E1,7.354207466E0,2.482220459E1,1.509999990E0,9.519999695E1,9.616486428E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.406679695E2,6.499220548E1,2.548479279E1,7.287130271E0,2.475512695E1,1.460000038E0,9.459999847E1,9.631296186E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.416687693E2,6.499220434E1,2.548482418E1,7.098471303E0,2.456646729E1,1.500000000E0,9.280000305E1,9.646009958E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.426685557E2,6.499220304E1,2.548485533E1,7.065146650E0,2.453314209E1,1.480000019E0,9.250000000E1,9.661254274E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.436679121E2,6.499220301E1,2.548488776E1,7.173180643E0,2.464117432E1,1.460000038E0,8.430000305E1,9.676846502E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.446687528E2,6.499220296E1,2.548492093E1,7.146143859E0,2.461413574E1,1.470000029E0,8.409999847E1,9.691595130E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.456687569E2,6.499220321E1,2.548495230E1,7.327969552E0,2.479595947E1,1.450000048E0,8.550000000E1,9.707089298E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.466684536E2,6.499220179E1,2.548498509E1,7.156095075E0,2.462408447E1,1.460000038E0,9.659999847E1,9.722787706E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.476682436E2,6.499219939E1,2.548501800E1,7.097623034E0,2.456561279E1,1.429999948E0,9.809999847E1,9.736274976E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.486684791E2,6.499219543E1,2.548504512E1,7.253443689E0,2.472143555E1,1.370000005E0,1.158000031E2,9.750511764E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.496683650E2,6.499218767E1,2.548506921E1,7.656697244E0,2.512469482E1,1.419999957E0,1.323000031E2,9.764234956E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.506683422E2,6.499217798E1,2.548508729E1,7.614575178E0,2.508258057E1,1.370000005E0,1.423999939E2,9.778278391E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.516683713E2,6.499216853E1,2.548510711E1,7.607426570E0,2.507543945E1,1.379999995E0,1.390000000E2,9.792590625E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.526685071E2,6.499215803E1,2.548512472E1,7.621272979E0,2.508929443E1,1.470000029E0,1.471999969E2,9.807985264E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.536685541E2,6.499214660E1,2.548514320E1,7.879625427E0,2.534765625E1,1.559999943E0,1.506999969E2,9.823034878E-1,3.790092468E0,2.500000000E0,3.900000000E1
5.546685523E2,6.499213457E1,2.548515787E1,8.119422430E0,2.558746338E1,1.549999952E0,1.573000031E2,9.837956195E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.556685682E2,6.499212203E1,2.548516917E1,8.335048862E0,2.580310059E1,1.509999990E0,1.626000061E2,9.851167823E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.566684786E2,6.499211028E1,2.548517334E1,8.434220539E0,2.590228271E1,1.460000038E0,1.701999969E2,9.865232106E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.576683604E2,6.499209790E1,2.548517947E1,8.413030424E0,2.588110352E1,1.460000038E0,1.685000000E2,9.880425280E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.586683817E2,6.499208442E1,2.548518475E1,8.499078031E0,2.596716309E1,1.480000019E0,1.743000031E2,9.894847600E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.596679679E2,6.499207145E1,2.548518454E1,8.615399236E0,2.608349609E1,1.399999976E0,1.831000061E2,9.909547426E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.606687742E2,6.499205849E1,2.548517837E1,8.704925688E0,2.617303467E1,1.370000005E0,1.953000031E2,9.923915479E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.616685663E2,6.499204606E1,2.548517002E1,8.899616075E0,2.636773682E1,1.409999967E0,1.981000061E2,9.937627518E-1,3.790092468E0,2.500000000E0,4.000000000E1
5.626680442E2,6.499203373E1,2.548516956E1,8.912361188E0,2.638049316E1,1.279999971E0,1.793000031E2,9.952748301E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.636684636E2,6.499202028E1,2.548517430E1,9.174006937E0,2.664215088E1,1.409999967E0,1.703000031E2,9.968919198E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.646680948E2,6.499200631E1,2.548518386E1,9.272688612E0,2.674084473E1,1.409999967E0,1.646999969E2,9.984492116E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.656678068E2,6.499199273E1,2.548519196E1,9.331392534E0,2.679956055E1,1.480000019E0,1.663000031E2,9.999659341E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.666685465E2,6.499197991E1,2.548520298E1,9.323874163E0,2.679205322E1,1.480000019E0,1.618999939E2,1.001542915E0,3.790092468E0,2.500000000E0,4.100000000E1
5.676682196E2,6.499196647E1,2.548521369E1,9.321421129E0,2.678961182E1,1.460000038E0,1.621999969E2,1.003057917E0,3.790092468E0,2.500000000E0,4.100000000E1
5.686680451E2,6.499195388E1,2.548522601E1,9.365538781E0,2.683374023E1,1.480000019E0,1.593999939E2,1.004448832E0,3.790092468E0,2.500000000E0,4.200000000E1
5.696680013E2,6.499194256E1,2.548523860E1,9.441945200E0,2.691015625E1,1.419999957E0,1.563000031E2,1.005966285E0,3.790092468E0,2.500000000E0,4.100000000E1
5.706688444E2,6.499192975E1,2.548524973E1,9.462136804E0,2.693035889E1,1.450000048E0,1.593999939E2,1.007419077E0,3.790092468E0,2.500000000E0,4.100000000E1
5.716687550E2,6.499191716E1,2.548525799E1,9.384244954E0,2.685247803E1,1.460000038E0,1.613000031E2,1.008823975E0,3.790092468E0,2.500000000E0,4.000000000E1
5.726688295E2,6.499190651E1,2.548527407E1,9.346638502E0,2.681488037E1,1.409999967E0,1.528999939E2,1.010236983E0,3.790092468E0,2.500000000E0,4.000000000E1
5.736685584E2,6.499189593E1,2.548529072E1,9.344554606E0,2.681280518E1,1.409999967E0,1.511999969E2,1.011677578E0,3.790092468E0,2.500000000E0,3.900000000E1
5.746687885E2,6.499188459E1,2.548530554E1,9.319825874E0,2.678808594E1,1.450000048E0,1.526999969E2,1.013036280E0,3.790092468E0,2.500000000E0,3.900000000E1
5.756688268E2,6.499187394E1,2.548531971E1,9.243461992E0,2.671173096E1,1.419999957E0,1.536999969E2,1.014528258E0,3.790092468E0,2.500000000E0,2.100000000E1
5.766688123E2,6.499186152E1,2.548533172E1,9.174847846E0,2.664312744E1,1.509999990E0,1.531000061E2,1.015989261E0,3.790092468E0,2.500000000E0,3.900000000E1
5.776684932E2,6.499184972E1,2.548534539E1,9.147494121E0,2.661578369E1,1.470000029E0,1.555000000E2,1.017496875E0,3.790092468E0,2.500000000E0,4.000000000E1
5.786683963E2,6.499183727E1,2.548535809E1,9.012351666E0,2.648065186E1,1.450000048E0,1.538000031E2,1.018977626E0,3.790092468E0,2.500000000E0,4.000000000E1
5.796682185E2,6.499182547E1,2.548537269E1,8.996899847E0,2.646520996E1,1.389999986E0,1.553000031E2,1.020402523E0,3.790092468E0,2.500000000E0,4.000000000E1
5.806679838E2,6.499181282E1,2.548537753E1,8.990174744E0,2.645849609E1,1.340000033E0,1.693000031E2,1.021802840E0,3.790092468E0,2.500000000E0,4.000000000E1
5.816682326E2,6.499180042E1,2.548538273E1,9.022817565E0,2.649114990E1,1.370000005E0,1.706000061E2,1.023150937E0,3.790092468E0,2.500000000E0,4.000000000E1
5.826681560E2,6.499178878E1,2.548539075E1,9.160014454E0,2.662835693E1,1.350000024E0,1.691000061E2,1.024527437E0,3.790092468E0,2.500000000E0,4.000000000E1
5.836688199E2,6.499177693E1,2.548539922E1,9.218109615E0,2.668646240E1,1.360000014E0,1.660000000E2,1.025977547E0,3.790092468E0,2.500000000E0,4.000000000E1
5.846678694E2,6.499176389E1,2.548539881E1,9.113239338E0,2.658160400E1,1.409999967E0,1.771999969E2,1.027350469E0,3.790092468E0,2.500000000E0,4.000000000E1
5.856678808E2,6.499175157E1,2.548540074E1,9.268013398E0,2.673638916E1,1.399999976E0,1.736000061E2,1.028770094E0,3.790092468E0,2.500000000E0,3.900000000E1
5.866688628E2,6.499173937E1,2.548540964E1,9.584592151E0,2.705297852E1,1.509999990E0,1.651000061E2,1.030096366E0,3.790092468E0,2.500000000E0,3.400000000E1
5.876684725E2,6.499172752E1,2.548541285E1,9.483263194E0,2.695166016E1,1.429999948E0,1.748999939E2,1.031511610E0,3.790092468E0,2.500000000E0,3.700000000E1
5.886684734E2,6.499171498E1,2.548541800E1,9.413000610E0,2.688140869E1,1.440000057E0,1.756000061E2,1.032822694E0,3.790092468E0,2.500000000E0,3.900000000E1
5.896681106E2,6.499170323E1,2.548542032E1,9.162257632E0,2.663067627E1,1.409999967E0,1.776000061E2,1.034248211E0,3.790092468E0,2.500000000E0,3.900000000E1
5.906686967E2,6.499169051E1,2.548542410E1,9.223708677E0,2.669213867E1,1.409999967E0,1.766000061E2,1.035549265E0,3.790092468E0,2.500000000E0,3.900000000E1
5.916680946E2,6.499167924E1,2.548543154E1,9.332036241E0,2.680047607E1,1.330000043E0,1.748000031E2,1.036898617E0,3.790092468E0,2.500000000E0,3.900000000E1
5.926685119E2,6.499166724E1,2.548543581E1,9.238946952E0,2.670739746E1,1.330000043E0,1.751000061E2,1.038318441E0,3.790092468E0,2.500000000E0,3.900000000E1
5.936681757E2,6.499165480E1,2.548544262E1,9.307722636E0,2.677618408E1,1.460000038E0,1.665000000E2,1.039779302E0,3.790092468E0,2.500000000E0,3.800000000E1
5.946683323E2,6.499164266E1,2.548545450E1,9.301303560E0,2.676977539E1,1.340000033E0,1.571999969E2,NaN,3.790092468E0,2.500000000E0,3.800000000E1
